question,response
"Quelle est la durée moyenne d’une exécution d’extraction réussie, exprimée en minutes, par année ?","This query calculates how long a successful extraction run takes, expressed in minutes, and then averages that duration for each budget year.
### Step-by-Step Solution:
1. Join the `extraction_runs` table with `documents` to obtain the `document_year` for each run.
2. Join with `states` to filter only runs whose state code is `SUCCESS`.
3. Join with `extraction_results` to access the timestamps of the extracted results belonging to each run.
4. For each run, compute the duration by taking the difference between the latest `created_at` timestamp of its results and the run's `start_time`, converting the Julian day difference to minutes.
5. Aggregate the per‑run durations by `document_year` and calculate the average, rounding to two decimal places.
Here is the resulting SQL query:

WITH run_durations AS (
    SELECT er.run_id,
           d.document_year,
           (julianday(MAX(er2.created_at)) - julianday(er.start_time)) * 24 * 60 AS duration_min
    FROM extraction_runs er
    JOIN documents d ON er.document_id = d.document_id
    JOIN states s ON er.state_id = s.state_id
    JOIN extraction_results er2 ON er2.run_id = er.run_id
    WHERE s.code = 'SUCCESS'
    GROUP BY er.run_id
)
SELECT document_year,
       ROUND(AVG(duration_min), 2) AS avg_duration_minutes
FROM run_durations
GROUP BY document_year
ORDER BY document_year;"
Quelles sont les 5 communes qui ont le plus grand nombre de documents dont le run d’extraction a échoué en 2024 ?,"This query identifies the five municipalities that experienced the highest number of extraction failures in the year 2024.
### Step-by-Step Solution:
1. Join `documents` with `extraction_runs` to link each document to its extraction run.
2. Join the result with `states` to inspect the state of each run.
3. Filter rows where the state code equals `ERROR` and the document's year is `'2024'`.
4. Group the filtered rows by the city name (`city_name`).
5. Count the number of error documents per city, order the counts in descending order, and keep only the top five records.
Here is the resulting SQL query:

SELECT d.city_name,
       COUNT(*) AS error_doc_count
FROM documents d
JOIN extraction_runs er ON er.document_id = d.document_id
JOIN states s ON er.state_id = s.state_id
WHERE s.code = 'ERROR' AND d.document_year = '2024'
GROUP BY d.city_name
ORDER BY error_doc_count DESC
LIMIT 5;"
Quel est le taux de documents sans extraction complète selon le type de budget et l’année ?,"This query computes, for each combination of budget type and year, the percentage of documents whose extraction did not finish successfully.
### Step-by-Step Solution:
1. Join `documents` with `extraction_runs` to associate each document with its extraction run.
2. Join the result with `states` to obtain the state code of each run.
3. Group the data by `budget_type` and `document_year`.
4. Within each group, count how many runs have a state code different from `SUCCESS`.
5. Divide that count by the total number of documents in the group, multiply by 100, and round to two decimal places to get the incomplete extraction rate.
Here is the resulting SQL query:

SELECT d.budget_type,
       d.document_year,
       ROUND(100.0 * SUM(CASE WHEN s.code <> 'SUCCESS' THEN 1 ELSE 0 END) / COUNT(*), 2) AS incomplete_rate_percent
FROM documents d
JOIN extraction_runs er ON er.document_id = d.document_id
JOIN states s ON er.state_id = s.state_id
GROUP BY d.budget_type, d.document_year
ORDER BY d.document_year, d.budget_type;"
Quel est le taux de succès des runs d’extraction par ville et par masque ? (Top 5),"The query calculates how often extraction runs finish successfully for each city and document type, then shows the five best performing combinations.
### Step-by-Step Solution:
1. Join `extraction_runs` with `documents` to obtain the city name and mask for each run, and with `states` to know the run's status.
2. Group the data by `city_name` and `mask`, counting total runs and summing only those whose state code is `SUCCESS`.
3. Compute the success rate as a percentage: (successful runs / total runs) * 100, rounded to two decimals.
4. Order the results by the success rate in descending order.
5. Keep only the top five rows using `LIMIT 5`.
Here is the resulting SQL query:

WITH city_mask AS (
    SELECT d.city_name,
           d.mask,
           SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) AS success_cnt,
           COUNT(*) AS total_cnt
    FROM extraction_runs er
    JOIN documents d ON er.document_id = d.document_id
    JOIN states s ON er.state_id = s.state_id
    GROUP BY d.city_name, d.mask
)
SELECT city_name,
       mask,
       ROUND(100.0 * success_cnt * 1.0 / total_cnt, 2) AS success_rate_percent
FROM city_mask
ORDER BY success_rate_percent DESC
LIMIT 5;"
"Quel pourcentage de documents en état SUCCESS comporte au moins un avertissement, par année ?","This query determines, for each budget year, what share of documents that ended in a SUCCESS state also contain at least one warning message.
### Step-by-Step Solution:
1. Build a CTE `success_docs` that selects all documents whose overall state is `SUCCESS`.
2. Build another CTE `warning_docs` that extracts distinct document IDs that have a non‑empty `message_warning` in any associated extraction result.
3. Left‑join the warning set to the SUCCESS set so that documents without warnings still appear.
4. Group by `document_year` and calculate the percentage: (documents with warnings / total SUCCESS documents) * 100, rounded to two decimals.
5. Return the year and the computed percentage.
Here is the resulting SQL query:

WITH success_docs AS (
    SELECT d.document_id, d.document_year
    FROM documents d
    JOIN states s ON d.state_id = s.state_id
    WHERE s.code = 'SUCCESS'
),
warning_docs AS (
    SELECT DISTINCT d.document_id, d.document_year
    FROM documents d
    JOIN extraction_results er ON er.document_id = d.document_id
    WHERE er.message_warning IS NOT NULL AND TRIM(er.message_warning) <> ''
)
SELECT sd.document_year,
       ROUND(100.0 * COUNT(wd.document_id) * 1.0 / COUNT(sd.document_id), 2) AS pct_success_with_warning
FROM success_docs sd
LEFT JOIN warning_docs wd ON sd.document_id = wd.document_id
GROUP BY sd.document_year;"
"Comment la durée moyenne d’extraction varie‑t‑elle selon le nombre de pages, par tranche et par masque ?","The query measures the average extraction duration for successful runs, broken down by document mask and page‑count bucket.
### Step-by-Step Solution:
1. In the `run_info` CTE, join `extraction_runs` with `documents` and `states` to keep only runs whose state is `SUCCESS`.
2. Compute the duration in minutes by subtracting the run start time from the latest `created_at` timestamp of its extraction results.
3. Classify each document into a page bucket (`<100`, `100-300`, `>300`) based on `nb_pages`.
4. Group by `run_id` to obtain one row per run with its mask, page bucket, duration, and page count.
5. In the outer query, aggregate by `mask` and `page_bucket` to calculate the average duration and average number of pages, rounding both to two decimals.
6. Order the output by mask and page bucket for readability.
Here is the resulting SQL query:

WITH run_info AS (
    SELECT er.run_id,
           d.mask,
           d.nb_pages,
           (julianday(MAX(er2.created_at)) - julianday(er.start_time)) * 24 * 60 AS duration_min,
           CASE
               WHEN d.nb_pages < 100 THEN '<100'
               WHEN d.nb_pages BETWEEN 100 AND 300 THEN '100-300'
               ELSE '>300'
           END AS page_bucket
    FROM extraction_runs er
    JOIN documents d ON er.document_id = d.document_id
    JOIN states s ON er.state_id = s.state_id
    JOIN extraction_results er2 ON er2.run_id = er.run_id
    WHERE s.code = 'SUCCESS'
    GROUP BY er.run_id
)
SELECT mask,
       page_bucket,
       ROUND(AVG(duration_min), 2) AS avg_duration_minutes,
       ROUND(AVG(nb_pages), 2) AS avg_pages
FROM run_info
GROUP BY mask, page_bucket
ORDER BY mask, page_bucket;"
"Quel est le taux de complétude d’extraction par masque et par année, basé sur la couverture des champs SAFIR ?","This query measures how completely the extraction process covers the expected SAFIR fields for each document type (mask) and fiscal year. ### Step-by-Step Solution: 1. Aggregate all extraction results linked to each document, counting the distinct SAFIR field identifiers per mask and year – this gives the total number of fields that could be extracted. 2. Repeat the aggregation but restrict the results to those whose state is marked as 'SUCCESS', counting distinct SAFIR fields that were successfully extracted. 3. Join the two aggregates on both mask and document_year so each row contains the total possible fields and the successfully extracted fields for the same category. 4. Calculate the completeness percentage by dividing the successful count by the total count, multiplying by 100, and rounding to two decimal places. 5. Order the final rows chronologically by year and then by mask for easy comparison. Here is the resulting SQL query:

WITH total_fields AS (
    SELECT d.mask,
           d.document_year,
           COUNT(DISTINCT er.safir_field_id) AS total_distinct_fields
    FROM documents d
    JOIN extraction_results er ON er.document_id = d.document_id
    WHERE d.document_year IS NOT NULL
    GROUP BY d.mask, d.document_year
),
successful_fields AS (
    SELECT d.mask,
           d.document_year,
           COUNT(DISTINCT er.safir_field_id) AS successful_distinct_fields
    FROM documents d
    JOIN extraction_results er ON er.document_id = d.document_id
    JOIN states s ON er.state_id = s.state_id
    WHERE s.code = 'SUCCESS'
    GROUP BY d.mask, d.document_year
)
SELECT tf.mask,
       tf.document_year,
       ROUND(100.0 * sf.successful_distinct_fields * 1.0 / tf.total_distinct_fields, 2) AS completeness_percent
FROM total_fields tf
JOIN successful_fields sf ON tf.mask = sf.mask AND tf.document_year = sf.document_year
ORDER BY tf.document_year, tf.mask;"
Pour quels trimestres le taux de succès des runs d’extraction du masque M57_CA est‑il inférieur à 70 % ?,"The goal is to find quarters where the extraction runs for the M57_CA mask have a success rate below 70%. ### Step-by-Step Solution: 1. Pull each extraction run, linking it to its document to obtain the mask, and to the states table to get the run's status code. 2. Derive the calendar year and quarter from the run's start_time using SQLite date functions, keeping only runs with mask = 'M57_CA'. 3. Group the runs by year and quarter, counting total runs and summing those with state 'SUCCESS' to compute the success rate as a percentage. 4. Apply a HAVING clause to keep only the groups where the success rate is less than 70%. 5. Sort the output by year and quarter so the low‑performing periods appear in chronological order. Here is the resulting SQL query:

WITH run_quarter AS (
    SELECT er.run_id,
           d.mask,
           strftime('%Y', er.start_time) AS yr,
           ((strftime('%m', er.start_time) - 1) / 3) + 1 AS qtr,
           s.code AS run_state
    FROM extraction_runs er
    JOIN documents d ON er.document_id = d.document_id
    JOIN states s ON er.state_id = s.state_id
    WHERE d.mask = 'M57_CA'
)
SELECT yr || '-Q' || qtr AS year_quarter,
       ROUND(100.0 * SUM(CASE WHEN run_state = 'SUCCESS' THEN 1 ELSE 0 END) * 1.0 / COUNT(*), 2) AS success_rate_percent
FROM run_quarter
GROUP BY yr, qtr
HAVING success_rate_percent < 70
ORDER BY yr, qtr;"
"Comment la durée moyenne d’extraction diffère‑t‑elle entre les documents PDF et les scans en 2024, par masque ?","This query compares the average extraction duration for PDF versus scanned documents in 2024, broken down by document mask. ### Step-by-Step Solution: 1. For each extraction run, join to its document to obtain mask and format, and to the states table to keep only successful runs. 2. Join to extraction_results to find the latest result timestamp for the run, then compute the duration in minutes as the difference between that timestamp and the run's start_time. 3. Restrict the data to documents whose document_year is '2024' and whose run state is 'SUCCESS'. 4. Group the computed durations by mask and format, calculating the average duration and rounding to two decimals. 5. Order the final rows by mask and format to present a clear comparison across document types. Here is the resulting SQL query:

WITH run_dur AS (
    SELECT er.run_id,
           d.mask,
           d.format,
           (julianday(MAX(er2.created_at)) - julianday(er.start_time)) * 24 * 60 AS duration_min
    FROM extraction_runs er
    JOIN documents d ON er.document_id = d.document_id
    JOIN states s ON er.state_id = s.state_id
    JOIN extraction_results er2 ON er2.run_id = er.run_id
    WHERE d.document_year = '2024' AND s.code = 'SUCCESS'
    GROUP BY er.run_id
)
SELECT mask,
       format,
       ROUND(AVG(duration_min), 2) AS avg_duration_minutes
FROM run_dur
GROUP BY mask, format
ORDER BY mask, format;"
"Quel est le montant total des dépenses de fonctionnement pour la commune BAGNOLET VILLE - VILLE en 2024, budget principal (BP) ?","We need to calculate the total amount of operating expenses for a specific municipality in a given year and budget type.
### Step-by-Step Solution:
1. Identify the document records that belong to the city ""BAGNOLET VILLE - VILLE"", are from the year 2024, and have a primary budget (BP).
2. Join these document rows with the extraction results to access the extracted financial values.
3. Keep only the extraction results whose field identifier starts with ""D"" (the convention for operating‑expense items).
4. Convert each extracted value from text to a numeric type (REAL) so it can be summed.
5. Aggregate the numeric values using SUM to obtain the total operating expense for the selected municipality.
Here is the resulting SQL query:

SELECT SUM(CAST(e.value AS REAL)) AS total_operating_expense
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.city_name = 'BAGNOLET VILLE - VILLE'
  AND d.document_year = '2024'
  AND d.budget_type = 'BP'
  AND e.safir_field_id LIKE 'D%';"
Quel pourcentage représente les dépenses d'investissement (champ DF011) par rapport aux dépenses de fonctionnement totales pour la commune BAGNOLET VILLE - VILLE en 2024 (budget BP) ?,"The goal is to express investment spending as a percentage of total operating spending for a given municipality, year, and budget.
### Step-by-Step Solution:
1. Filter the documents to those for ""BAGNOLET VILLE - VILLE"" in 2024 with a primary budget (BP).
2. Join the matching documents with their extraction results to retrieve financial figures.
3. Compute the sum of values where the field identifier equals ""DF011"" (the specific investment expense field), casting the text values to REAL.
4. Compute the sum of all operating‑expense fields (identifiers beginning with ""D""), also casting to REAL.
5. Divide the investment sum by the total operating sum, multiply by 100 to get a percentage, and protect against division by zero using NULLIF.
Here is the resulting SQL query:

SELECT (SUM(CASE WHEN e.safir_field_id = 'DF011' THEN CAST(e.value AS REAL) ELSE 0 END) * 100.0) /
       NULLIF(SUM(CASE WHEN e.safir_field_id LIKE 'D%' THEN CAST(e.value AS REAL) END), 0) AS investment_share_pct
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.city_name = 'BAGNOLET VILLE - VILLE'
  AND d.document_year = '2024'
  AND d.budget_type = 'BP';"
Combien de communes affichent un total de dépenses de fonctionnement positif en 2023 pour le budget annexes (BA) ?,"We must count how many municipalities have a positive total of operating expenses for the annex budget in 2023.
### Step-by-Step Solution:
1. Select document rows from the year 2023 where the budget type is annex (BA).
2. Join these documents with extraction results to obtain the expense values.
3. Restrict the extraction results to operating‑expense fields (identifiers starting with ""D"").
4. Group the data by city name and calculate the sum of the numeric values for each city.
5. Keep only those groups where the summed operating expense is greater than zero.
6. Count the remaining groups to get the number of municipalities with positive operating expenses.
Here is the resulting SQL query:

SELECT COUNT(*) AS nb_communes
FROM (
  SELECT d.city_name
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2023'
    AND d.budget_type = 'BA'
    AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name
  HAVING SUM(CAST(e.value AS REAL)) > 0
) sub;"
Quelle est la dépense moyenne par document pour le masque M57_CA en 2024 ?,"This query calculates the average total expense recorded in each document that uses the M57_CA mask for the year 2024.
### Step-by-Step Solution:
1. Identify all documents where the mask equals 'M57_CA' and the document year is '2024'.
2. Join these documents with the extraction results to access the extracted financial values.
3. Keep only extraction results whose safir_field_id starts with 'D', which represent expense items.
4. For each document, sum the numeric values of those expense fields to obtain the total expense per document.
5. Compute the average of those per‑document totals across the whole set of documents.
Here is the resulting SQL query:

SELECT AVG(total_expense) AS avg_expense_per_doc
FROM (
  SELECT d.document_id, SUM(CAST(e.value AS REAL)) AS total_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.mask = 'M57_CA'
    AND d.document_year = '2024'
    AND e.safir_field_id LIKE 'D%'
  GROUP BY d.document_id
) sub;"
"Quel est le montant total des recettes (champ R001) pour l'ensemble des communes en 2023, budget principal (BP) ?","This query returns the total amount of revenue captured in field R001 for all municipalities in the 2023 budget, limited to the principal budget (BP).
### Step-by-Step Solution:
1. Filter the documents to those dated for the year '2023' and whose budget_type is 'BP'.
2. Join the filtered documents with extraction results to retrieve the financial values.
3. Restrict the extraction results to the specific revenue field identified by safir_field_id = 'R001'.
4. Convert the extracted value from text to a numeric type and sum it across all matching rows.
5. Return the aggregated sum as the total revenue.
Here is the resulting SQL query:

SELECT SUM(CAST(e.value AS REAL)) AS total_revenue
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.document_year = '2023'
  AND d.budget_type = 'BP'
  AND e.safir_field_id = 'R001';"
"Pour chaque commune, quelle est la différence entre les dépenses de fonctionnement du budget principal (BP) et du budget annexes (BA) en 2023 ?","This query computes, for each municipality, the difference between operating expenses recorded under the principal budget (BP) and those recorded under the annex budget (BA) for the year 2023.
### Step-by-Step Solution:
1. Select documents from the year '2023' regardless of budget type.
2. Join these documents with extraction results to obtain expense values.
3. Keep only expense fields (safir_field_id starting with 'D').
4. For each city, sum expense values where budget_type = 'BP' and separately sum where budget_type = 'BA'.
5. Subtract the BA sum from the BP sum to get the net difference per city.
6. Exclude cities where the difference is zero, showing only those with a non‑zero gap.
Here is the resulting SQL query:

SELECT d.city_name,
       SUM(CASE WHEN d.budget_type = 'BP' THEN CAST(e.value AS REAL) ELSE 0 END) -
       SUM(CASE WHEN d.budget_type = 'BA' THEN CAST(e.value AS REAL) ELSE 0 END) AS diff_bp_minus_ba
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.document_year = '2023'
  AND e.safir_field_id LIKE 'D%'
GROUP BY d.city_name
HAVING diff_bp_minus_ba <> 0;"
"Quelles sont les 5 communes avec les dépenses de fonctionnement les plus élevées en 2024, et quel est le montant pour chaque type de budget (BP et BA) ?","The query identifies the municipalities with the largest operating expenses for the year 2024 and breaks down those expenses by budget type (BP and BA).
### Step-by-Step Solution:
1. **Aggregate total expenses per city** – The CTE `total_city` joins documents with extraction results, filters for the year 2024 and expense fields (IDs starting with 'D'), converts the extracted values to numbers, and sums them per city.
2. **Aggregate expenses per city and budget type** – The CTE `breakdown` repeats the join and filter, but groups by both city name and the `budget_type` column, producing a separate expense total for BP and BA.
3. **Select the top‑5 cities** – A sub‑query on `total_city` orders cities by their total expense in descending order and keeps the first five.
4. **Join the breakdown with the top‑5 list** – The main SELECT joins `breakdown` to `total_city` on city name, then restricts the rows to those cities that appear in the top‑5 list.
5. **Present the result** – The final output lists each of the selected cities, the associated budget type, and the expense amount, ordered alphabetically by city and then by budget type.
Here is the resulting SQL query:

WITH total_city AS (
  SELECT d.city_name,
         SUM(CAST(e.value AS REAL)) AS total_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name
),
breakdown AS (
  SELECT d.city_name,
         d.budget_type,
         SUM(CAST(e.value AS REAL)) AS expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name, d.budget_type
)
SELECT b.city_name, b.budget_type, b.expense
FROM breakdown b
JOIN total_city t ON t.city_name = b.city_name
WHERE b.city_name IN (
  SELECT city_name FROM total_city ORDER BY total_expense DESC LIMIT 5
)
ORDER BY b.city_name, b.budget_type;"
"Pour chaque commune en 2023, quelle part (en %) chaque famille de dépenses (codes D001, D002, etc.) représente‑t‑elle dans le total des dépenses de fonctionnement ?","This query calculates, for every municipality in 2023, the percentage contribution of each expense family (identified by codes like D001, D002, etc.) to the municipality's total operating expenses.
### Step-by-Step Solution:
1. **Compute family‑level sums** – The CTE `family` joins documents with extraction results, filters for year 2023 and expense fields (IDs beginning with 'D'), groups by city and the specific `safir_field_id` (the family code), and sums the numeric values.
2. **Compute total expenses per city** – The CTE `total` performs a similar join and filter but aggregates only by city, yielding the overall operating expense for each municipality.
3. **Calculate the share percentage** – The main SELECT joins `family` with `total` on city name and computes `(family_sum * 100.0) / total_sum`. The `NULLIF` guard prevents division by zero.
4. **Order the results** – Rows are ordered first by city name and then by the computed share in descending order, so the most significant families appear first for each city.
5. **Return the columns** – The output includes the city name, the expense family code, and the percentage share of that family within the city's total operating expenses.
Here is the resulting SQL query:

WITH family AS (
  SELECT d.city_name,
         e.safir_field_id AS family,
         SUM(CAST(e.value AS REAL)) AS family_sum
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2023' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name, e.safir_field_id
),
total AS (
  SELECT d.city_name,
         SUM(CAST(e.value AS REAL)) AS total_sum
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2023' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name
)
SELECT f.city_name,
       f.family,
       (f.family_sum * 100.0) / NULLIF(t.total_sum, 0) AS share_pct
FROM family f
JOIN total t ON t.city_name = f.city_name
ORDER BY f.city_name, share_pct DESC;"
Comment évoluent les dépenses de fonctionnement de la commune COMMUNE DE BONIFACIO entre 2023 et 2024 ? Indiquez le taux de croissance en %.,"The query measures how the operating expenses of the municipality ""COMMUNE DE BONIFACIO"" changed from 2023 to 2024 and expresses the change as a growth percentage.
### Step-by-Step Solution:
1. **Calculate 2024 total expenses** – A sub‑query sums the numeric values of all extraction results for the city in 2024 where the field ID starts with 'D'.
2. **Calculate 2023 total expenses** – A second sub‑query performs the same aggregation for the year 2023.
3. **Compute the absolute difference** – The outer SELECT subtracts the 2023 total from the 2024 total.
4. **Convert the difference to a percentage** – The difference is multiplied by 100 and divided by the 2023 total. `NULLIF` is used to avoid division by zero if the 2023 total is zero.
5. **Label the result** – The final column is named `growth_pct`, representing the percentage growth (positive for increase, negative for decrease).
Here is the resulting SQL query:

SELECT (
  (SELECT SUM(CAST(e.value AS REAL))
   FROM documents d
   JOIN extraction_results e ON e.document_id = d.document_id
   WHERE d.city_name = 'COMMUNE DE BONIFACIO' AND d.document_year = '2024' AND e.safir_field_id LIKE 'D%')
  -
  (SELECT SUM(CAST(e.value AS REAL))
   FROM documents d
   JOIN extraction_results e ON e.document_id = d.document_id
   WHERE d.city_name = 'COMMUNE DE BONIFACIO' AND d.document_year = '2023' AND e.safir_field_id LIKE 'D%')
) * 100.0 /
NULLIF(
  (SELECT SUM(CAST(e.value AS REAL))
   FROM documents d
   JOIN extraction_results e ON e.document_id = d.document_id
   WHERE d.city_name = 'COMMUNE DE BONIFACIO' AND d.document_year = '2023' AND e.safir_field_id LIKE 'D%'),
0) AS growth_pct;"
Quel est le coût moyen des dépenses de fonctionnement par page pour les documents au masque M57_CFU en 2024 ?,"The query calculates the average operating expense per page for a specific set of budget documents.
### Step-by-Step Solution:
1. Filter the **documents** table to keep only rows where the mask is 'M57_CFU' and the document year is '2024'.
2. Join the filtered documents with **extraction_results** on the common document_id to access the extracted financial values.
3. Restrict the extraction results to operating‑expense fields by selecting rows whose safir_field_id starts with the letter 'D'.
4. Convert each expense value from text to a numeric type (REAL) and sum all these values across the selected documents.
5. Sum the number of pages (nb_pages) from the matching documents, and divide the total expense by this page count, using NULLIF to avoid division by zero.
6. Return the computed ratio as **expense_per_page**.
Here is the resulting SQL query:

SELECT SUM(CAST(e.value AS REAL)) * 1.0 / NULLIF(SUM(d.nb_pages), 0) AS expense_per_page
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.mask = 'M57_CFU'
  AND d.document_year = '2024'
  AND e.safir_field_id LIKE 'D%';"
"Pour chaque commune en 2024, quel est le ratio des dépenses d'investissement (DF011) sur le total des dépenses de fonctionnement, exprimé en % ?","This query determines, for each municipality in 2024, how much of its operating budget is made up of investment expenses, expressed as a percentage.
### Step-by-Step Solution:
1. Restrict the **documents** table to rows with document_year = '2024'.
2. Join these documents to **extraction_results** on document_id to retrieve the financial fields.
3. Keep only rows where the safir_field_id is either the specific investment field 'DF011' or any operating‑expense field that begins with 'D'.
4. For each city (city_name), compute the sum of values for 'DF011' (converted to REAL) and multiply by 100.
5. Compute the sum of all operating‑expense values (safir_field_id LIKE 'D%') for the same city, again converting to REAL.
6. Divide the investment sum by the total operating‑expense sum, using NULLIF to protect against division by zero, yielding **investment_ratio_pct**.
7. Group the results by city_name and keep only rows where the ratio is not NULL.
Here is the resulting SQL query:

SELECT d.city_name,
       (SUM(CASE WHEN e.safir_field_id = 'DF011' THEN CAST(e.value AS REAL) ELSE 0 END) * 100.0) /
       NULLIF(SUM(CASE WHEN e.safir_field_id LIKE 'D%' THEN CAST(e.value AS REAL) END), 0) AS investment_ratio_pct
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.document_year = '2024'
  AND (e.safir_field_id = 'DF011' OR e.safir_field_id LIKE 'D%')
GROUP BY d.city_name
HAVING investment_ratio_pct IS NOT NULL;"
"Quel est le montant total des dépenses de fonctionnement pour les documents au masque M57_CA et budget principal (BP), ventilé par année ?","The query aggregates total operating expenses for a particular document type and budget category, broken down by fiscal year.
### Step-by-Step Solution:
1. Filter the **documents** table to include only rows where mask = 'M57_CA' and budget_type = 'BP'.
2. Join the filtered documents with **extraction_results** using document_id to obtain the extracted financial values.
3. Limit the extraction results to operating‑expense fields by selecting rows whose safir_field_id starts with 'D'.
4. Convert each expense value from text to a numeric type (REAL) and sum them for each document year.
5. Group the summed expenses by the document_year column.
6. Order the final result set chronologically by document_year.
Here is the resulting SQL query:

SELECT d.document_year,
       SUM(CAST(e.value AS REAL)) AS total_expense
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.mask = 'M57_CA'
  AND d.budget_type = 'BP'
  AND e.safir_field_id LIKE 'D%'
GROUP BY d.document_year
ORDER BY d.document_year;"
Quel pourcentage des dépenses de fonctionnement est manquant (valeur vide) pour chaque commune en 2024 ?,"This query calculates how much of the operating expense data is missing for each municipality in the year 2024.
### Step-by-Step Solution:
1. Filter the **documents** table to keep only rows where `document_year` equals '2024'.
2. Join the filtered documents with **extraction_results** on `document_id` to access the extracted financial fields.
3. Restrict the joined rows to operating expense fields by keeping only records whose `safir_field_id` starts with 'D'.
4. For each city, count the total number of expense fields (`COUNT(e.safir_field_id)`).
5. Count how many of those fields have an empty string or NULL in the `value` column using a `CASE` expression.
6. Compute the missing percentage as `(missing_count * 100.0) / total_count` and order the results from highest to lowest missing percentage.
Here is the resulting SQL query:

SELECT d.city_name,
       (SUM(CASE WHEN e.value = '' OR e.value IS NULL THEN 1 ELSE 0 END) * 100.0) /
       NULLIF(COUNT(e.safir_field_id), 0) AS missing_pct
FROM documents d
JOIN extraction_results e ON e.document_id = d.document_id
WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'D%'
GROUP BY d.city_name
ORDER BY missing_pct DESC;"
"Quelles communes ont une part supérieure à 30 % de la famille de dépenses D002 dans le total des dépenses de fonctionnement en 2024, et quelle est cette part exacte ?","This query identifies municipalities where the expense family D002 represents more than 30 % of total operating expenses for 2024, and reports the exact share.
### Step-by-Step Solution:
1. From **documents** and **extraction_results**, select rows for the year 2024 and operating expense fields (`safir_field_id` like 'D%').
2. Aggregate these rows by city to compute the total operating expense per municipality (`total_expense`).
3. In a separate aggregation, filter to the specific field `D002` and sum its values per city to obtain `family_expense`.
4. Join the two aggregated results on `city_name` so each city has both its total and D002 expense.
5. Calculate the share percentage as `(family_expense * 100.0) / total_expense`.
6. Keep only cities where this share exceeds 30 % and sort the output by the share in descending order.
Here is the resulting SQL query:

WITH totals AS (
  SELECT d.city_name,
         SUM(CAST(e.value AS REAL)) AS total_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'D%'
  GROUP BY d.city_name
),
family AS (
  SELECT d.city_name,
         SUM(CAST(e.value AS REAL)) AS family_expense
  FROM documents d
  JOIN extraction_results e ON e.document_id = d.document_id
  WHERE d.document_year = '2024' AND e.safir_field_id = 'D002'
  GROUP BY d.city_name
)
SELECT t.city_name,
       (f.family_expense * 100.0) / NULLIF(t.total_expense, 0) AS share_pct
FROM totals t
JOIN family f ON f.city_name = t.city_name
WHERE (f.family_expense * 100.0) / NULLIF(t.total_expense, 0) > 30
ORDER BY share_pct DESC;"
