,prompt,answer,success,result
119,Classement des régions (3 premiers chiffres SIRET) par augmentation moyenne de la dette (D001) entre 2023 et 2024.,"WITH dette_2023 AS (SELECT SUBSTR(d.siret,1,3) AS region, AVG(CAST(e.value AS REAL)) AS moyenne FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'D001' AND d.document_year = '2023' GROUP BY region), dette_2024 AS (SELECT SUBSTR(d.siret,1,3) AS region, AVG(CAST(e.value AS REAL)) AS moyenne FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'D001' AND d.document_year = '2024' GROUP BY region) SELECT d4.region, (d4.moyenne - d3.moyenne) AS augmentation FROM dette_2024 d4 JOIN dette_2023 d3 ON d4.region = d3.region ORDER BY augmentation DESC;",True,"|   region |   augmentation |
|---------:|---------------:|
|      200 |    1.64955e+07 |
|      214 |   -7.48516e+06 |
|      216 |   -1.52662e+07 |
|      213 |   -1.61435e+07 |
|      210 |   -4.29869e+07 |"
120,Combien de documents ont été traités avec succès (état SUCCESS) en 2023 ?,SELECT COUNT(*) AS documents_reussis FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.document_year = '2023';,True,"|   documents_reussis |
|--------------------:|
|                  16 |"
121,Quel est le montant moyen des investissements (DF011) par commune en 2024 ?,"SELECT d.city_name, AVG(CAST(er.value AS REAL)) AS investissement_moyen FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' GROUP BY d.city_name;",True,"| city_name                                                                                     |   investissement_moyen |
|:----------------------------------------------------------------------------------------------|-----------------------:|
| BAGNOLET VILLE - VILLE                                                                        |            1.34249e+07 |
| COMMUNAUTE AGGLOMERATION LUNEL AGGLO                                                          |            1.05206e+07 |
| COMMUNE DE BONIFACIO                                                                          |            2.14202e+06 |
| COMMUNE DE BRIVE                                                                              |            1.46719e+07 |
| COMMUNE DE MITRY- MORY dont la population est de 3500 habitants et plus : VILLE DE MITRY-MORY |            9.50863e+06 |"
122,Liste des communes ayant publié un budget annexe (BA) en 2024.,SELECT DISTINCT city_name FROM documents WHERE budget_type = 'BA' AND document_year = '2024';,True,"| city_name                                    |
|:---------------------------------------------|
| GESTION FORETS VIREUX-WALLERAND 48730        |
| MAIRIE DE CALVI - SERVICE GENERAL CALVI - CA |
| EUROMETROPOLE STRASBOURG                     |
| MAIRIE DE CALVI - PLAGE CALVI - CA           |"
123,Quelles communes ont vu leurs recettes de fonctionnement (RF01) augmenter de plus de 10% entre 2023 et 2024 ?,"WITH recettes_2023 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RF01' AND d.document_year = '2023'), recettes_2024 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RF01' AND d.document_year = '2024') SELECT r2024.city_name FROM recettes_2024 r2024 JOIN recettes_2023 r2023 ON r2024.city_name = r2023.city_name WHERE (r2024.valeur - r2023.valeur) / r2023.valeur > 0.1;",True,Empty Result (0 rows returned)
124,Répartition du nombre de documents par type de masque en 2024.,"SELECT mask, COUNT(*) AS nombre_documents FROM documents WHERE document_year = '2024' GROUP BY mask;",True,"| mask    |   nombre_documents |
|:--------|-------------------:|
| M57_CA  |                 53 |
| M57_CFU |                 55 |"
125,Top 5 des communes par montant d'investissement (DF011) en 2024.,"SELECT d.city_name, CAST(er.value AS REAL) AS investissement FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' ORDER BY investissement DESC LIMIT 5;",True,"| city_name                  |   investissement |
|:---------------------------|-----------------:|
| EUROMETROPOLE STRASBOURG   |      1.13277e+08 |
| EUROMETROPOLE STRASBOURG   |      1.13277e+08 |
| EUROMETROPOLE STRASBOURG   |      1.13277e+08 |
| METROPOLE NICE COTE D'AZUR |      8.29564e+07 |
| METROPOLE NICE COTE D'AZUR |      8.29564e+07 |"
126,Quel est le pourcentage de documents avec des erreurs d'extraction pour la dette (D001) en 2024 ?,"WITH total_docs AS (SELECT COUNT(*) AS total FROM documents WHERE document_year = '2024'), docs_erreur AS (SELECT COUNT(DISTINCT d.document_id) AS erreurs FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024' AND er.message_error IS NOT NULL) SELECT (erreurs * 100.0 / total) AS pourcentage_erreur FROM docs_erreur, total_docs;",True,"|   pourcentage_erreur |
|---------------------:|
|              86.1111 |"
127,Quelles communes ont un excédent de fonctionnement (RF01 > DF01) en 2024 ?,SELECT d.city_name FROM extraction_results recettes JOIN extraction_results depenses ON recettes.document_id = depenses.document_id JOIN documents d ON d.document_id = recettes.document_id WHERE recettes.safir_field_id = 'RF01' AND depenses.safir_field_id = 'DF01' AND d.document_year = '2024' AND CAST(recettes.value AS REAL) > CAST(depenses.value AS REAL) GROUP BY d.city_name;,True,Empty Result (0 rows returned)
128,Évolution du montant total de la dette (D001) entre 2023 et 2024 par région (3 premiers chiffres SIRET).,"SELECT SUBSTR(d.siret,1,3) AS region, d.document_year, SUM(CAST(er.value AS REAL)) AS dette_totale FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year IN ('2023','2024') GROUP BY region, d.document_year ORDER BY region, d.document_year;",True,"|   region |   document_year |     dette_totale |
|---------:|----------------:|-----------------:|
|      200 |            2023 |      0           |
|      200 |            2024 |      1.64955e+08 |
|      210 |            2023 |      1.29051e+08 |
|      210 |            2024 | 120140           |
|      211 |            2024 |      1.67496e+07 |"
129,Quels sont les indicateurs financiers avec le plus d'erreurs d'extraction en 2024 ?,"SELECT er.safir_field_id, COUNT(*) AS nombre_erreurs FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2024' AND er.message_error IS NOT NULL GROUP BY er.safir_field_id ORDER BY nombre_erreurs DESC LIMIT 5;",True,"| safir_field_id   |   nombre_erreurs |
|:-----------------|-----------------:|
| SIRET            |               93 |
| RRI              |               93 |
| RRF              |               93 |
| ROI              |               93 |
| ROF              |               93 |"
130,Montant total des recettes d'investissement (RI01) par type de masque en 2024.,"SELECT d.mask, SUM(CAST(er.value AS REAL)) AS recettes_investissement FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RI01' AND d.document_year = '2024' GROUP BY d.mask;",True,Empty Result (0 rows returned)
131,Communes où la dette (D001) dépasse 2 millions d'euros en 2024.,"SELECT d.city_name, CAST(er.value AS REAL) AS dette FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024' AND CAST(er.value AS REAL) > 2000000;",True,"| city_name              |       dette |
|:-----------------------|------------:|
| BAGNOLET VILLE - VILLE | 6.62993e+06 |
| BAGNOLET VILLE - VILLE | 6.62993e+06 |
| COMMUNE DE BONIFACIO   | 3.18125e+06 |
| COMMUNE DE BONIFACIO   | 3.18125e+06 |
| BAGNOLET VILLE - VILLE | 6.62993e+06 |"
132,Variation absolue des dépenses de fonctionnement (DF01) par commune entre 2023 et 2024.,"WITH df2023 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur_2023 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF01' AND d.document_year = '2023'), df2024 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF01' AND d.document_year = '2024') SELECT df2024.city_name, (df2024.valeur_2024 - df2023.valeur_2023) AS variation FROM df2024 JOIN df2023 ON df2024.city_name = df2023.city_name;",True,Empty Result (0 rows returned)
133,Quel est le taux de documents validés sans avertissement en 2024 ?,"WITH docs_valides AS (SELECT COUNT(*) AS valides FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' AND s.code = 'VALIDATED' AND d.warning_message = ''), total_docs AS (SELECT COUNT(*) AS total FROM documents WHERE document_year = '2024') SELECT (valides * 100.0 / total) AS taux_valides FROM docs_valides, total_docs;",True,"|   taux_valides |
|---------------:|
|              0 |"
134,Comparaison du nombre moyen de pages entre documents M57_CA et M57_CFU en 2024.,"SELECT mask, AVG(nb_pages) AS pages_moyennes FROM documents WHERE document_year = '2024' AND mask IN ('M57_CA','M57_CFU') GROUP BY mask;",True,"| mask    |   pages_moyennes |
|:--------|-----------------:|
| M57_CA  |          258.887 |
| M57_CFU |          180.236 |"
135,Communes avec un ratio investissements/recettes (DF011/RI01) supérieur à 1.5 en 2024.,SELECT d.city_name FROM extraction_results invest JOIN extraction_results recettes ON invest.document_id = recettes.document_id JOIN documents d ON d.document_id = invest.document_id WHERE invest.safir_field_id = 'DF011' AND recettes.safir_field_id = 'RI01' AND d.document_year = '2024' AND CAST(invest.value AS REAL) / CAST(recettes.value AS REAL) > 1.5 GROUP BY d.city_name;,True,Empty Result (0 rows returned)
136,Répartition des budgets par type (BP/BA) et par année.,"SELECT document_year, budget_type, COUNT(*) AS nombre FROM documents GROUP BY document_year, budget_type;",True,"|   document_year | budget_type   |   nombre |
|----------------:|:--------------|---------:|
|            2023 | BA            |        1 |
|            2023 | BP            |       17 |
|            2024 | BA            |       12 |
|            2024 | BP            |       96 |"
137,Combien de communes ont un ratio dépenses/recettes de fonctionnement (DF01/RF01) supérieur à 1.1 en 2024 ?,SELECT COUNT(DISTINCT d.siret) FROM extraction_results er1 JOIN extraction_results er2 ON er1.document_id = er2.document_id JOIN documents d ON er1.document_id = d.document_id WHERE er1.safir_field_id = 'DF01' AND er2.safir_field_id = 'RF01' AND d.document_year = '2024' AND (CAST(er1.value AS REAL) / CAST(er2.value AS REAL)) > 1.1;,True,"|   COUNT(DISTINCT d.siret) |
|--------------------------:|
|                         0 |"
138,Liste des communes dont les dépenses d'investissement (DF011) dépassent 500 000 euros en 2024.,SELECT DISTINCT d.city_name FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' AND CAST(er.value AS REAL) > 500000;,True,"| city_name                                    |
|:---------------------------------------------|
| COMMUNAUTE AGGLOMERATION LUNEL AGGLO         |
| BAGNOLET VILLE - VILLE                       |
| COMMUNE DE BONIFACIO                         |
| MAIRIE DE CALVI - SERVICE GENERAL CALVI - CA |
| EUROMETROPOLE STRASBOURG                     |"
139,Top 5 des communes par montant total de recettes d'investissement (RI01) en 2024.,"SELECT d.city_name, SUM(CAST(er.value AS REAL)) AS total_recettes_investissement FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RI01' AND d.document_year = '2024' GROUP BY d.city_name ORDER BY total_recettes_investissement DESC LIMIT 5;",True,Empty Result (0 rows returned)
140,Pourcentage de documents sans erreur d'extraction pour l'indicateur D001 en 2024.,SELECT (COUNT(*) FILTER (WHERE er.message_error IS NULL OR er.message_error = '') * 100.0 / COUNT(*)) AS taux_succes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024';,True,"|   taux_succes |
|--------------:|
|             0 |"
141,Comparaison des dépenses de fonctionnement moyennes (DF01) entre documents PDF et scans en 2024.,"SELECT d.format, AVG(CAST(er.value AS REAL)) AS depenses_moyennes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF01' AND d.document_year = '2024' GROUP BY d.format;",True,Empty Result (0 rows returned)
142,Communes où les recettes de fonctionnement (RF01) ont diminué de plus de 5% entre 2023 et 2024.,SELECT d2024.city_name FROM extraction_results er2024 JOIN documents d2024 ON er2024.document_id = d2024.document_id JOIN extraction_results er2023 ON er2023.safir_field_id = 'RF01' JOIN documents d2023 ON er2023.document_id = d2023.document_id WHERE er2024.safir_field_id = 'RF01' AND d2024.document_year = '2024' AND d2023.document_year = '2023' AND d2024.siret = d2023.siret AND (CAST(er2024.value AS REAL) < CAST(er2023.value AS REAL) * 0.95);,True,Empty Result (0 rows returned)
143,Montant total des investissements (DF011) par type de masque technique en 2024.,"SELECT d.mask, SUM(CAST(er.value AS REAL)) AS total_investissements FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' GROUP BY d.mask;",True,"| mask    |   total_investissements |
|:--------|------------------------:|
| M57_CA  |             6.98373e+08 |
| M57_CFU |             6.82518e+08 |"
144,Nombre de communes ayant un excédent de fonctionnement (RF01 > DF01) en 2024.,SELECT COUNT(DISTINCT d.siret) FROM extraction_results er_rev JOIN extraction_results er_dep ON er_rev.document_id = er_dep.document_id JOIN documents d ON er_rev.document_id = d.document_id WHERE er_rev.safir_field_id = 'RF01' AND er_dep.safir_field_id = 'DF01' AND d.document_year = '2024' AND CAST(er_rev.value AS REAL) > CAST(er_dep.value AS REAL);,True,"|   COUNT(DISTINCT d.siret) |
|--------------------------:|
|                         0 |"
145,Valeur moyenne de la dette (D001) pour les communes de plus de 100 000 habitants en 2024 (basé sur SIRET commençant par '21').,SELECT AVG(CAST(er.value AS REAL)) AS dette_moyenne FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024' AND d.siret LIKE '21%';,True,"|   dette_moyenne |
|----------------:|
|     3.07151e+06 |"
146,Top 3 des indicateurs financiers avec le plus d'erreurs d'extraction en 2024.,"SELECT er.safir_field_id, COUNT(*) AS nombre_erreurs FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2024' AND (er.message_error IS NOT NULL AND er.message_error != '') GROUP BY er.safir_field_id ORDER BY nombre_erreurs DESC LIMIT 3;",True,"| safir_field_id   |   nombre_erreurs |
|:-----------------|-----------------:|
| SIRET            |               93 |
| RRI              |               93 |
| RRF              |               93 |"
147,Différence absolue moyenne entre les dépenses de fonctionnement (DF01) et les recettes de fonctionnement (RF01) par commune en 2024.,"SELECT d.city_name, AVG(ABS(CAST(er_dep.value AS REAL) - CAST(er_rev.value AS REAL))) AS difference_moyenne FROM extraction_results er_dep JOIN extraction_results er_rev ON er_dep.document_id = er_rev.document_id JOIN documents d ON er_dep.document_id = d.document_id WHERE er_dep.safir_field_id = 'DF01' AND er_rev.safir_field_id = 'RF01' AND d.document_year = '2024' GROUP BY d.city_name;",True,Empty Result (0 rows returned)
148,Communes où la part des investissements dans les dépenses totales (DF011/(DF01+DF011)) dépasse 40% en 2024.,SELECT d.city_name FROM extraction_results er_inv JOIN extraction_results er_dep ON er_inv.document_id = er_dep.document_id JOIN documents d ON er_inv.document_id = d.document_id WHERE er_inv.safir_field_id = 'DF011' AND er_dep.safir_field_id = 'DF01' AND d.document_year = '2024' AND (CAST(er_inv.value AS REAL) / (CAST(er_inv.value AS REAL) + CAST(er_dep.value AS REAL))) > 0.4;,True,Empty Result (0 rows returned)
149,Nombre de documents traités par mois en 2024.,"SELECT STRFTIME('%Y-%m', created_at) AS mois, COUNT(*) AS nombre_documents FROM documents WHERE document_year = '2024' GROUP BY mois;",True,"| mois   |   nombre_documents |
|:-------|-------------------:|
|        |                108 |"
150,Ratio moyen des recettes d'investissement sur les dépenses d'investissement (RI01/DF011) par type de budget en 2024.,"SELECT d.budget_type, AVG(CAST(er_rev.value AS REAL) / CAST(er_dep.value AS REAL)) AS ratio_moyen FROM extraction_results er_rev JOIN extraction_results er_dep ON er_rev.document_id = er_dep.document_id JOIN documents d ON er_rev.document_id = d.document_id WHERE er_rev.safir_field_id = 'RI01' AND er_dep.safir_field_id = 'DF011' AND d.document_year = '2024' GROUP BY d.budget_type;",True,Empty Result (0 rows returned)
151,Quel est le montant total des dépenses de fonctionnement pour la commune de Strasbourg en 2024 ?,SELECT SUM(CAST(e.value AS REAL)) AS total_depenses_fonctionnement FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE d.city_name = 'EUROMETROPOLE STRASBOURG' AND e.safir_field_id = 'DF01' AND d.document_year = '2024';,True,"| total_depenses_fonctionnement   |
|:--------------------------------|
|                                 |"
152,Combien de communes ont publié des documents avec le masque M57_CA en 2023 ?,SELECT COUNT(DISTINCT siret) AS nombre_communes FROM documents WHERE mask = 'M57_CA' AND document_year = '2023';,True,"|   nombre_communes |
|------------------:|
|                 1 |"
153,Quelle est la valeur moyenne des investissements déclarés en 2024 ?,SELECT AVG(CAST(e.value AS REAL)) AS investissement_moyen FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'DF011' AND d.document_year = '2024';,True,"|   investissement_moyen |
|-----------------------:|
|            1.48483e+07 |"
154,Top 5 des communes par montant de recettes d'investissement en 2024.,"SELECT d.city_name, CAST(e.value AS REAL) AS recettes_investissement FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'RI01' AND d.document_year = '2024' ORDER BY recettes_investissement DESC LIMIT 5;",True,Empty Result (0 rows returned)
155,Comparaison du nombre de documents traités avec succès entre 2023 et 2024.,"SELECT d.document_year, COUNT(*) AS documents_reussis FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.document_year IN ('2023','2024') GROUP BY d.document_year;",True,"|   document_year |   documents_reussis |
|----------------:|--------------------:|
|            2023 |                  16 |
|            2024 |                  93 |"
156,Quel pourcentage des budgets annexes présente un excédent de fonctionnement en 2024 ?,"WITH budgets AS (SELECT d.document_id, MAX(CASE WHEN e.safir_field_id = 'RF01' THEN CAST(e.value AS REAL) END) AS recettes, MAX(CASE WHEN e.safir_field_id = 'DF01' THEN CAST(e.value AS REAL) END) AS depenses FROM documents d JOIN extraction_results e ON d.document_id = e.document_id WHERE d.budget_type = 'BA' AND d.document_year = '2024' GROUP BY d.document_id) SELECT (COUNT(CASE WHEN recettes > depenses THEN 1 END) * 100.0 / COUNT(*)) AS pourcentage_excedent FROM budgets;",True,"|   pourcentage_excedent |
|-----------------------:|
|                      0 |"
157,Quelle est la commune avec la plus forte augmentation de dette entre 2023 et 2024 ?,"WITH dette_2023 AS (SELECT d.siret, CAST(e.value AS REAL) AS dette FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'D001' AND d.document_year = '2023'), dette_2024 AS (SELECT d.siret, CAST(e.value AS REAL) AS dette FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'D001' AND d.document_year = '2024') SELECT d.city_name, (d2024.dette - d2023.dette) AS augmentation FROM documents d JOIN dette_2023 d2023 ON d.siret = d2023.siret JOIN dette_2024 d2024 ON d.siret = d2024.siret ORDER BY augmentation DESC LIMIT 1;",True,Empty Result (0 rows returned)
158,Répartition des types de masque technique pour les documents de plus de 200 pages.,"SELECT mask, COUNT(*) AS nombre_documents FROM documents WHERE nb_pages > 200 GROUP BY mask;",True,"| mask    |   nombre_documents |
|:--------|-------------------:|
| M57_CA  |                 36 |
| M57_CFU |                 28 |"
159,Quels indicateurs financiers ont le plus d'erreurs d'extraction en 2024 ?,"SELECT safir_field_id, COUNT(*) AS nombre_erreurs FROM extraction_results WHERE message_error IS NOT NULL AND message_error != '' AND document_id IN (SELECT document_id FROM documents WHERE document_year = '2024') GROUP BY safir_field_id ORDER BY nombre_erreurs DESC LIMIT 3;",True,"| safir_field_id   |   nombre_erreurs |
|:-----------------|-----------------:|
| SIRET            |               93 |
| RRI              |               93 |
| RRF              |               93 |"
160,Montant total des investissements par région (3 premiers chiffres SIRET) en 2024.,"SELECT SUBSTR(d.siret,1,3) AS region, SUM(CAST(e.value AS REAL)) AS total_investissements FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'DF011' AND d.document_year = '2024' GROUP BY region;",True,"|   region |   total_investissements |
|---------:|------------------------:|
|      200 |             3.48761e+08 |
|      210 |        148061           |
|      211 |             2.93437e+07 |
|      212 |             9.05237e+07 |
|      213 |             9.35102e+07 |"
161,Communes où les dépenses de fonctionnement dépassent 1 million d'euros en 2024.,SELECT d.city_name FROM documents d JOIN extraction_results e ON d.document_id = e.document_id WHERE e.safir_field_id = 'DF01' AND CAST(e.value AS REAL) > 1000000 AND d.document_year = '2024';,True,Empty Result (0 rows returned)
162,Évolution du taux d'endettement moyen entre 2023 et 2024.,"SELECT d.document_year, AVG(CAST(dette.value AS REAL) / CAST(recettes.value AS REAL)) AS taux_moyen FROM documents d JOIN extraction_results dette ON d.document_id = dette.document_id JOIN extraction_results recettes ON d.document_id = recettes.document_id WHERE dette.safir_field_id = 'D001' AND recettes.safir_field_id = 'RF01' AND d.document_year IN ('2023','2024') GROUP BY d.document_year;",True,Empty Result (0 rows returned)
163,Quelle commune a le plus haut ratio investissements/recettes en 2024 ?,"SELECT d.city_name, MAX(CAST(inv.value AS REAL) / CAST(rec.value AS REAL)) AS ratio FROM documents d JOIN extraction_results inv ON d.document_id = inv.document_id JOIN extraction_results rec ON d.document_id = rec.document_id WHERE inv.safir_field_id = 'DF011' AND rec.safir_field_id = 'RI01' AND d.document_year = '2024' GROUP BY d.city_name ORDER BY ratio DESC LIMIT 1;",True,Empty Result (0 rows returned)
164,Nombre de documents avec des erreurs de validation pour la règle 'D001_coherence' en 2024.,SELECT COUNT(DISTINCT er.result_id) AS nombre_erreurs FROM extraction_results er JOIN validation_rules vr ON er.message_error LIKE '%'||vr.validation_rule_id||'%' JOIN documents d ON er.document_id = d.document_id WHERE vr.definition LIKE '%D001_coherence%' AND d.document_year = '2024';,True,"|   nombre_erreurs |
|-----------------:|
|                0 |"
165,Quel est le montant médian des recettes de fonctionnement par commune en 2024 ?,"SELECT d.city_name, CAST(e.value AS REAL) AS recettes FROM documents d JOIN extraction_results e ON d.document_id = e.document_id WHERE e.safir_field_id = 'RF01' AND d.document_year = '2024' ORDER BY recettes LIMIT 1 OFFSET (SELECT COUNT(*) FROM documents WHERE document_year = '2024') / 2;",True,Empty Result (0 rows returned)
166,Répartition des budgets principaux (BP) et annexes (BA) en 2023.,"SELECT budget_type, COUNT(*) AS nombre FROM documents WHERE document_year = '2023' GROUP BY budget_type;",True,"| budget_type   |   nombre |
|:--------------|---------:|
| BA            |        1 |
| BP            |       17 |"
167,Communes dont la dette a diminué d'au moins 10% entre 2023 et 2024.,"WITH dette_2023 AS (SELECT d.siret, CAST(e.value AS REAL) AS dette FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'D001' AND d.document_year = '2023'), dette_2024 AS (SELECT d.siret, CAST(e.value AS REAL) AS dette FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'D001' AND d.document_year = '2024') SELECT d.city_name FROM documents d JOIN dette_2023 d23 ON d.siret = d23.siret JOIN dette_2024 d24 ON d.siret = d24.siret WHERE (d23.dette - d24.dette) / d23.dette >= 0.1;",True,Empty Result (0 rows returned)
168,Top 3 des indicateurs avec le plus de valeurs manquantes en 2024.,"SELECT safir_field_id, COUNT(*) AS valeurs_manquantes FROM extraction_results WHERE (value IS NULL OR value = '') AND document_id IN (SELECT document_id FROM documents WHERE document_year = '2024') GROUP BY safir_field_id ORDER BY valeurs_manquantes DESC LIMIT 3;",True,"| safir_field_id   |   valeurs_manquantes |
|:-----------------|---------------------:|
| DCT              |                   33 |
| DF66112          |                   29 |
| EDBP             |                   28 |"
169,Quel est le taux de documents sans avertissement pour les communes de plus de 100 000 habitants ?,"SELECT (COUNT(CASE WHEN d.warning_message = '' OR d.warning_message IS NULL THEN 1 END) * 100.0 / COUNT(*)) AS taux_sans_avertissement FROM documents d WHERE SUBSTR(d.siret,1,3) IN ('212','213','214') AND d.document_year = '2024';",True,"|   taux_sans_avertissement |
|--------------------------:|
|                   66.6667 |"
170,Combien de communes ont publié un budget principal (BP) en 2023 ?,SELECT COUNT(DISTINCT siret) AS nombre_communes FROM documents WHERE budget_type = 'BP' AND document_year = '2023';,True,"|   nombre_communes |
|------------------:|
|                 5 |"
171,Quel est le ratio moyen dépenses d'investissement / recettes d'investissement (DF011/RI01) par commune en 2024 ?,"SELECT d.siret, AVG(i.invest_depenses / i.invest_recettes) AS ratio_moyen FROM (SELECT er1.document_id, CAST(er1.value AS REAL) AS invest_depenses, CAST(er2.value AS REAL) AS invest_recettes FROM extraction_results er1 JOIN extraction_results er2 ON er1.document_id = er2.document_id WHERE er1.safir_field_id = 'DF011' AND er2.safir_field_id = 'RI01') i JOIN documents d ON i.document_id = d.document_id WHERE d.document_year = '2024' GROUP BY d.siret;",True,Empty Result (0 rows returned)
172,Liste des 10 communes avec la plus forte augmentation de recettes de fonctionnement (RF01) entre 2023 et 2024.,"WITH data_2023 AS (SELECT d.siret, CAST(er.value AS REAL) AS rf01_2023 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RF01' AND d.document_year = '2023'), data_2024 AS (SELECT d.siret, CAST(er.value AS REAL) AS rf01_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RF01' AND d.document_year = '2024') SELECT d.city_name, (d24.rf01_2024 - d23.rf01_2023) AS augmentation FROM data_2023 d23 JOIN data_2024 d24 ON d23.siret = d24.siret JOIN documents d ON d23.siret = d.siret ORDER BY augmentation DESC LIMIT 10;",True,Empty Result (0 rows returned)
173,Pourcentage de documents avec des investissements (DF011) supérieurs à 500 000 euros en 2024.,SELECT (COUNT(CASE WHEN CAST(er.value AS REAL) > 500000 THEN 1 END) * 100.0 / COUNT(*)) AS pourcentage FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024';,True,"|   pourcentage |
|--------------:|
|       90.3226 |"
174,"Répartition du nombre de documents par format (PDF, scan, image) et par année.","SELECT document_year, format, COUNT(*) AS nombre_documents FROM documents GROUP BY document_year, format;",True,"|   document_year | format   |   nombre_documents |
|----------------:|:---------|-------------------:|
|            2023 | pdf      |                 18 |
|            2024 | pdf      |                 89 |
|            2024 | scan     |                 19 |"
175,Quelles communes ont un excédent de fonctionnement (RF01 > DF01) dans leurs budgets annexes (BA) en 2024 ?,SELECT DISTINCT d.city_name FROM extraction_results er1 JOIN extraction_results er2 ON er1.document_id = er2.document_id JOIN documents d ON er1.document_id = d.document_id WHERE er1.safir_field_id = 'RF01' AND er2.safir_field_id = 'DF01' AND d.budget_type = 'BA' AND d.document_year = '2024' AND CAST(er1.value AS REAL) > CAST(er2.value AS REAL);,True,Empty Result (0 rows returned)
176,Taux de documents sans erreur d'extraction pour l'indicateur de dette (D001) en 2024.,SELECT (COUNT(CASE WHEN er.message_error IS NULL OR er.message_error = '' THEN 1 END) * 100.0 / COUNT(*)) AS taux_succes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024';,True,"|   taux_succes |
|--------------:|
|             0 |"
177,Comparaison des dépenses de fonctionnement moyennes (DF01) entre documents M57_CA et M57_CFU en 2024.,"SELECT d.mask, AVG(CAST(er.value AS REAL)) AS depenses_moyennes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF01' AND d.document_year = '2024' AND d.mask IN ('M57_CA','M57_CFU') GROUP BY d.mask;",True,Empty Result (0 rows returned)
178,Communes où les dépenses de fonctionnement (DF01) dépassent 1 million d'euros en 2024.,SELECT DISTINCT d.city_name FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF01' AND d.document_year = '2024' AND CAST(er.value AS REAL) > 1000000;,True,Empty Result (0 rows returned)
