"id","text_query","sql_query"
"3","Identifiez les 5 documents qui ont le plus grand nombre de résultats extraits.","SELECT d.document_id AS 'ID_Document', d.city_name AS 'Commune', COUNT(er.result_id) AS 'Nb_Resultats' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id ORDER BY Nb_Resultats DESC LIMIT 5;"
"5","Nombre d'exécutions d'extraction par état du processus.","SELECT s.code AS 'Etat', COUNT(er.run_id) AS 'Nb_Executions' FROM extraction_runs er JOIN states s ON er.state_id = s.state_id GROUP BY s.code;"
"6","Listez les identifiants fonctionnels SAFIR qui ont généré au moins une erreur d'extraction.","SELECT DISTINCT er.safir_field_id AS 'ID_SAFIR' FROM extraction_results er WHERE er.message_error IS NOT NULL AND er.message_error <> '' ;"
"9","Listez les documents contenant au moins un avertissement dans les résultats d'extraction.","SELECT DISTINCT d.document_id AS 'ID_Document', d.city_name AS 'Commune' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL AND er.message_warning <> '';"
"10","Nombre total de résultats d'extraction groupés par version de jeu de règles.","SELECT fr.ruleset_id AS 'Version_Ruleset', COUNT(er.result_id) AS 'Total_Resultats' FROM extraction_results er JOIN field_rules fr ON er.safir_field_id = fr.safir_field_id GROUP BY fr.ruleset_id;"
"13","Calculez la somme des valeurs extraites (en euros) par type de budget.","SELECT d.budget_type AS 'Type_Budget', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.budget_type;"
"15","Nombre de sections stockées pour chaque document.","SELECT d.document_id AS 'ID_Document', COUNT(s.section_id) AS 'Nb_Sections' FROM documents d LEFT JOIN sections s ON d.document_id = s.document_id GROUP BY d.document_id;"
"17","Récupérez la dernière exécution d'extraction pour chaque document.","SELECT er.document_id AS 'ID_Document', er.run_id AS 'Derniere_Execution', er.start_time AS 'Heure_Debut' FROM extraction_runs er WHERE er.start_time = (SELECT MAX(start_time) FROM extraction_runs WHERE document_id = er.document_id);"
"18","Comptez les règles de validation selon leur niveau de problème.","SELECT vr.level_of_problem AS 'Niveau_Probleme', COUNT(vr.validation_rule_id) AS 'Nb_Rules' FROM validation_rules vr GROUP BY vr.level_of_problem;"
"19","Listez les documents qui n'ont aucun résultat d'extraction associé.","SELECT d.document_id AS 'ID_Document', d.city_name AS 'Commune' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id WHERE er.result_id IS NULL;"
"20","Identifiez les documents en état SUCCESS qui contiennent au moins un avertissement dans les résultats d'extraction.","SELECT DISTINCT d.document_id AS 'ID_Document', d.city_name AS 'Commune' FROM documents d JOIN states s ON d.state_id = s.state_id JOIN extraction_results er ON d.document_id = er.document_id WHERE s.code = 'SUCCESS' AND er.message_warning IS NOT NULL AND er.message_warning <> '';"
"1","Quel est le nombre de documents par année et par type de budget (excluant les valeurs nulles) ?","SELECT document_year AS 'Année', TRIM(budget_type) AS 'Type_Budget', COUNT(document_id) AS 'Nb_Documents' FROM documents WHERE budget_type IS NOT NULL AND TRIM(budget_type) <> '' AND document_year IS NOT NULL GROUP BY document_year, TRIM(budget_type) ORDER BY document_year, TRIM(budget_type);"
"2","Listez les documents en état d'erreur avec leur message d'erreur associé.","SELECT d.document_id AS 'Doc_ID', d.error_message AS 'Message_Erreur' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR';"
"3","Quels sont les 5 champs SAFIR dont la somme des valeurs extraites est la plus élevée (état SUCCESS) ?","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id ORDER BY Somme_Valeurs DESC LIMIT 5;"
"4","Quel est le nombre d'exécutions d'extraction par document, classé du plus grand au plus petit ?","SELECT d.document_id AS 'Doc_ID', COUNT(r.run_id) AS 'Nb_Exécutions' FROM documents d LEFT JOIN extraction_runs r ON d.document_id = r.document_id GROUP BY d.document_id ORDER BY Nb_Exécutions DESC;"
"5","Pour chaque document, combien d'extractions ont généré un avertissement (message_warning non nul) ?","SELECT d.document_id AS 'Doc_ID', COUNT(er.result_id) AS 'Nb_Avertissements' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL AND TRIM(er.message_warning) <> '' GROUP BY d.document_id HAVING Nb_Avertissements > 0 ORDER BY Nb_Avertissements DESC;"
"6","Quelle est la moyenne du nombre de pages des documents PDF par ville ?","SELECT d.city_name AS 'Ville', AVG(d.nb_pages) AS 'Moyenne_Pages' FROM documents d WHERE d.format = 'pdf' GROUP BY d.city_name ORDER BY Moyenne_Pages DESC;"
"7","Quels masques sont définis dans les règles de champ mais n'apparaissent dans aucun document ?","SELECT fr.mask AS 'Masque_Inutilisé' FROM field_rules fr LEFT JOIN documents d ON fr.mask = d.mask WHERE d.mask IS NULL GROUP BY fr.mask;"
"8","Pour chaque code d'état, combien de documents et d'exécutions d'extraction sont associés ?","SELECT s.code AS 'Code_État', COUNT(DISTINCT d.document_id) AS 'Nb_Documents', COUNT(DISTINCT r.run_id) AS 'Nb_Exécutions' FROM states s LEFT JOIN documents d ON s.state_id = d.state_id LEFT JOIN extraction_runs r ON s.state_id = r.state_id GROUP BY s.code ORDER BY s.code;"
"10","Quel est le dernier résultat d'extraction pour chaque document, avec la valeur extraite le cas échéant ?","SELECT er.document_id AS Resultat_ID, er.created_at AS Dernier_Resultat, er.value AS Valeur_Extraite FROM extraction_results er JOIN (SELECT document_id, MAX(created_at) AS max_created FROM extraction_results GROUP BY document_id) latest ON er.document_id = latest.document_id AND er.created_at = latest.max_created;"
"13","Quels documents n'ont pas de résultat d'extraction pour le champ SAFIR 'DI127' ?","SELECT d.document_id AS 'Doc_ID' FROM documents d WHERE NOT EXISTS (SELECT 1 FROM extraction_results er WHERE er.document_id = d.document_id AND er.safir_field_id = 'DI127');"
"14","Quelle est la somme des valeurs extraites par type de budget (état SUCCESS) ?","SELECT d.budget_type AS 'Type_Budget', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.budget_type ORDER BY Somme_Valeurs DESC;"
"15","Quelles exécutions d'extraction sont encore en cours (état PROCESSING) et dans quelle ville se trouve le document concerné ?","SELECT r.run_id AS 'Run_ID', d.city_name AS 'Ville', r.start_time AS 'Heure_Début' FROM extraction_runs r JOIN states s ON r.state_id = s.state_id JOIN documents d ON r.document_id = d.document_id WHERE s.code = 'PROCESSING';"
"16","Combien de sections sont présentes pour chaque document ?","SELECT d.document_id AS 'Doc_ID', COUNT(s.section_id) AS 'Nb_Sections' FROM documents d LEFT JOIN sections s ON d.document_id = s.document_id GROUP BY d.document_id ORDER BY Nb_Sections DESC;"
"17","Listez les documents qui possèdent un message d'avertissement et dont l'état est 'ERROR'.","SELECT d.document_id AS 'Doc_ID', d.warning_message AS 'Message_Avertissement' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND d.warning_message IS NOT NULL AND TRIM(d.warning_message) <> '';"
"18","Pour chaque jeu de règles, combien de règles de champ sont définies ?","SELECT rs.ruleset_id AS 'Ruleset_ID', COUNT(fr.extraction_rule_id) AS 'Nb_Règles_Champ' FROM rulesets rs LEFT JOIN field_rules fr ON rs.ruleset_id = fr.ruleset_id GROUP BY rs.ruleset_id ORDER BY Nb_Règles_Champ DESC;"
"19","Quels sont les 3 documents qui ont extrait le plus grand nombre de champs SAFIR distincts ?","SELECT d.document_id AS 'Doc_ID', COUNT(DISTINCT er.safir_field_id) AS 'Nb_Champs_Distincts' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id ORDER BY Nb_Champs_Distincts DESC LIMIT 3;"
"20","Quelle est la première exécution d'extraction (date la plus ancienne) pour chaque document et quel était son état ?","SELECT d.document_id AS Doc_ID, r.start_time AS Première_Exécution, s.code AS État FROM documents d JOIN extraction_runs r ON d.document_id = r.document_id JOIN states s ON r.state_id = s.state_id WHERE r.start_time = (SELECT MIN(r2.start_time) FROM extraction_runs r2 WHERE r2.document_id = d.document_id) ORDER BY r.start_time;"
"1","Quel est le nombre total de documents traités avec succès ?","SELECT COUNT(d.document_id) AS 'Documents_Success' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS';"
"2","Quel est le nombre total de pages par ville, classées du plus grand au plus petit ?","SELECT d.city_name AS 'Ville', SUM(d.nb_pages) AS 'Total_Pages' FROM documents d GROUP BY d.city_name ORDER BY SUM(d.nb_pages) DESC;"
"4","Combien d'extractions ont été réalisées pour chaque document de type M57_CA ?","SELECT d.document_id AS 'Document_ID', COUNT(r.run_id) AS 'Nb_Runs' FROM documents d LEFT JOIN extraction_runs r ON d.document_id = r.document_id WHERE d.mask = 'M57_CA' GROUP BY d.document_id;"
"5","Quels documents possèdent au moins un résultat d'extraction avec un message d'erreur ?","SELECT d.document_id AS 'Document_ID', d.link_bucketS3 AS 'Lien_S3' FROM documents d WHERE EXISTS (SELECT 1 FROM extraction_results er WHERE er.document_id = d.document_id AND er.message_error IS NOT NULL);"
"6","Quels sont les 5 champs fonctionnels les plus fréquemment extraits ?","SELECT er.safir_field_id AS 'Champ_Fonctionnel', COUNT(er.result_id) AS 'Occurrences' FROM extraction_results er GROUP BY er.safir_field_id ORDER BY COUNT(er.result_id) DESC LIMIT 5;"
"7","Combien de retours d'erreur technique ont été enregistrés par document ?","SELECT d.document_id AS 'Document_ID', COUNT(f.feedback_id) AS 'Nb_Erreurs_Tech' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks f ON er.result_id = f.result_id AND f.is_technical_error = 1 GROUP BY d.document_id;"
"8","Quelle est la date de début du dernier run d'extraction pour chaque document ?","SELECT d.document_id AS 'Document_ID', MAX(r.start_time) AS 'Dernier_Run' FROM documents d LEFT JOIN extraction_runs r ON d.document_id = r.document_id GROUP BY d.document_id;"
"9","Combien de règles de validation existent par niveau de problème ?","SELECT vr.level_of_problem AS 'Niveau_Probleme', COUNT(vr.validation_rule_id) AS 'Nombre_Rules' FROM validation_rules vr GROUP BY vr.level_of_problem;"
"10","Quel est le total des valeurs extraites pour tous les champs des documents de l'année 2023, quel que soit le type de budget ?","SELECT COALESCE(SUM(CAST(er.value AS REAL)),0) AS Total_Val_2023 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2023';"
"11","Quelle proportion de documents se trouve dans chaque état ?","SELECT s.code AS 'Etat', COUNT(d.document_id) * 100.0 / (SELECT COUNT(*) FROM documents) AS 'Pourcentage' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code;"
"12","Combien de résultats d'extraction contiennent un avertissement, qu'il y ait ou non une erreur ?","SELECT COUNT(*) AS Avertissements_Tous FROM extraction_results WHERE message_warning IS NOT NULL;"
"13","Quels documents ont un nombre de pages supérieur à la moyenne des pages de tous les documents ?","SELECT d.document_id AS 'Document_ID', d.nb_pages AS 'Nb_Pages' FROM documents d WHERE d.nb_pages > (SELECT AVG(nb_pages) FROM documents);"
"15","Combien de sections contiennent la clé 'total' dans leur JSON ?","SELECT COUNT(s.section_id) AS 'Sections_Avec_Total' FROM sections s WHERE s.section_value LIKE '%""total""%';"
"16","Quels documents n'ont aucun run d'extraction associé ?","SELECT d.document_id AS 'Document_ID' FROM documents d LEFT JOIN extraction_runs r ON d.document_id = r.document_id WHERE r.run_id IS NULL;"
"17","Quel est le nombre moyen de résultats d'extraction par run ?","SELECT AVG(cnt) AS 'Moyenne_Resultats_Par_Run' FROM (SELECT r.run_id, COUNT(er.result_id) AS cnt FROM extraction_runs r LEFT JOIN extraction_results er ON r.run_id = er.run_id GROUP BY r.run_id);"
"19","Combien de champs fonctionnels distincts ont été extraits pour chaque document en succès ?","SELECT d.document_id AS 'Document_ID', COUNT(DISTINCT er.safir_field_id) AS 'Nb_Champs_Distincts' FROM documents d JOIN states s ON d.state_id = s.state_id JOIN extraction_results er ON d.document_id = er.document_id WHERE s.code = 'SUCCESS' GROUP BY d.document_id;"
"20","Quel est la valeur la plus élevée parmi les résultats d'extraction, et à quel document est‑elle liée ?","SELECT d.document_id AS Document_ID, er.safir_field_id AS Safir_Field, er.value AS Valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id ORDER BY CAST(er.value AS NUMERIC) DESC LIMIT 1;"
"1","Quel est le nombre de résultats d'extraction par année de document et type de budget ?","SELECT d.document_year AS 'Année_Document', d.budget_type AS 'Type_Budget', COUNT(er.result_id) AS 'Nombre_Resultats' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.document_year, d.budget_type"
"4","Identifiez les documents où au moins un résultat d'extraction a généré une erreur (message_error non nul) et dont l'état est 'ERROR'.","SELECT DISTINCT d.document_id AS 'ID_Document', d.mask AS 'Masque' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE er.message_error IS NOT NULL AND s.code = 'ERROR'"
"5","Quels sont les 5 champs SAFIR les plus fréquemment extraits ?","SELECT er.safir_field_id AS 'Champ_SAFIR', COUNT(er.result_id) AS 'Occurrences' FROM extraction_results er GROUP BY er.safir_field_id ORDER BY COUNT(er.result_id) DESC LIMIT 5"
"8","Listez les documents où une règle de validation de niveau 'ECHEC' a été appliquée (en se basant sur la liste de champs SAFIR, stockée sous forme de chaîne séparée par des virgules).","SELECT DISTINCT d.document_id AS 'ID_Document', d.mask AS 'Masque' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN validation_rules vr ON vr.level_of_problem = 'ECHEC' WHERE instr(','||vr.safir_field_id_list||',', ','||er.safir_field_id||',') > 0"
"9","Quels documents n'ont pas de résultat pour le champ SAFIR 'DI127' ?","SELECT d.document_id AS 'ID_Document', d.mask AS 'Masque' FROM documents d WHERE NOT EXISTS (SELECT 1 FROM extraction_results er WHERE er.document_id = d.document_id AND er.safir_field_id = 'DI127')"
"11","Combien de masques différents existent par état de document ?","SELECT s.code AS 'Etat', COUNT(DISTINCT d.mask) AS 'Nombre_Masques' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code"
"13","Pour chaque exécution en état 'SUCCESS', indiquez le nombre d'avertissements (message_warning non nul).","SELECT erun.run_id AS 'ID_Exécution', COUNT(er.result_id) AS 'Nb_Avertissements' FROM extraction_runs erun JOIN states s ON erun.state_id = s.state_id JOIN extraction_results er ON er.run_id = erun.run_id WHERE s.code = 'SUCCESS' AND er.message_warning IS NOT NULL GROUP BY erun.run_id"
"14","Quel est le dernier run (par date de démarrage) pour chaque document et sa configuration JSON ?","SELECT d.document_id AS 'ID_Document', erun.run_id AS 'ID_Exécution', erun.start_time AS 'Début', erun.config AS 'Configuration_JSON' FROM documents d JOIN extraction_runs erun ON d.document_id = erun.document_id WHERE erun.start_time = (SELECT MAX(start_time) FROM extraction_runs WHERE document_id = d.document_id)"
"15","Listez tous les résultats d'extraction avec leur valeur initiale et l'ID du résultat.","SELECT result_id AS ID_Résultat, value AS Valeur_Initiale FROM extraction_results"
"16","Quel est le nombre de résultats d'extraction par jeu de règles (ruleset) ?","SELECT rs.ruleset_id AS 'ID_Ruleset', COUNT(er.result_id) AS 'Nombre_Resultats' FROM extraction_results er JOIN field_rules fr ON er.safir_field_id = fr.safir_field_id JOIN rulesets rs ON fr.ruleset_id = rs.ruleset_id GROUP BY rs.ruleset_id"
"18","Quels champs SAFIR définis dans les règles n'ont jamais été extraits ?","SELECT fr.safir_field_id AS 'Champ_SAFIR' FROM field_rules fr WHERE NOT EXISTS (SELECT 1 FROM extraction_results er WHERE er.safir_field_id = fr.safir_field_id)"
"19","Calculez la somme totale des valeurs extraites par document (en supposant que les valeurs sont numériques).","SELECT d.document_id AS 'ID_Document', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.document_id"
"1","Quels sont les codes d'état enregistrés dans la table des états ?","SELECT code AS 'Code_Etat' FROM states;"
"2","Combien de documents existent par ville et par type de budget ?","SELECT d.city_name AS 'Ville', d.budget_type AS 'Type_Budget', COUNT(*) AS 'Nb_Documents' FROM documents d GROUP BY d.city_name, d.budget_type;"
"3","Quelle est la moyenne du nombre de pages des documents réussis, regroupée par année ?","SELECT d.document_year AS 'Année', AVG(d.nb_pages) AS 'Moyenne_Nb_Pages' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.document_year;"
"4","Quel est le dernier run d'extraction exécuté pour chaque document et son état ?","SELECT d.document_id AS 'Identifiant_Document', r.run_id AS 'Identifiant_Run', r.start_time AS 'Début_Run', s.code AS 'Etat_Run' FROM documents d JOIN extraction_runs r ON d.document_id = r.document_id JOIN states s ON r.state_id = s.state_id WHERE r.start_time = (SELECT MAX(start_time) FROM extraction_runs WHERE document_id = d.document_id);"
"5","Quelle est la somme des valeurs extraites pour chaque champ SAFIR sur les résultats réussis ?","SELECT er.safir_field_id AS 'Identifiant_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Valeur_Totale' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id;"
"6","Quels documents possèdent des résultats d'extraction avec un message d'erreur et quel est ce message ?","SELECT d.document_id AS 'Doc_ID', er.result_id AS 'Result_ID', er.message_error AS 'Message_Erreur' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_error IS NOT NULL;"
"7","Quels documents de plus de 3 pages sont encore en état de traitement ?","SELECT d.document_id AS 'Doc_ID', d.nb_pages AS 'Nb_Pages', s.code AS 'Etat' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.nb_pages > 3 AND s.code = 'PROCESSING';"
"8","Combien de feedbacks chaque résultat d'extraction a-t-il reçu, en distinguant les erreurs techniques des erreurs métier ?","SELECT er.result_id AS 'Result_ID', COUNT(rf.feedback_id) AS 'Nb_Feedbacks', SUM(CASE WHEN rf.is_technical_error = 1 THEN 1 ELSE 0 END) AS 'Techniques', SUM(CASE WHEN rf.is_technical_error = 0 THEN 1 ELSE 0 END) AS 'Métier' FROM extraction_results er LEFT JOIN resultfeedbacks rf ON er.result_id = rf.result_id GROUP BY er.result_id;"
"9","Quel nombre de règles de champ est associé à chaque jeu de règles ?","SELECT rs.ruleset_id AS 'ID_Ruleset', rs.description AS 'Description', COUNT(fr.extraction_rule_id) AS 'Nb_Règles_Champs' FROM rulesets rs LEFT JOIN field_rules fr ON rs.ruleset_id = fr.ruleset_id GROUP BY rs.ruleset_id;"
"10","Pour chaque document, combien de résultats d'extraction existent et quel pourcentage est validé (état SUCCESS) ?","SELECT d.document_id AS 'Doc_ID', COUNT(er.result_id) AS 'Nb_Résultats', SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 100.0 / COUNT(er.result_id) AS 'Pourcentage_Validés' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN states s ON er.state_id = s.state_id GROUP BY d.document_id;"
"12","Quel champ SAFIR est le plus fréquemment extrait et quelle est sa valeur moyenne ?","SELECT er.safir_field_id AS 'Identifiant_SAFIR', COUNT(*) AS 'Nb_Extractions', AVG(CAST(er.value AS REAL)) AS 'Valeur_Moyenne' FROM extraction_results er GROUP BY er.safir_field_id ORDER BY COUNT(*) DESC LIMIT 1;"
"14","Quels documents n'ont aucun résultat d'extraction et quel est leur état actuel ?","SELECT d.document_id AS Doc_ID, s.code AS Etat_Doc FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON d.state_id = s.state_id WHERE er.result_id IS NULL;"
"17","Pour chaque document, combien d'avertissements (warnings) sont présents dans les résultats d'extraction ?","SELECT d.document_id AS 'Doc_ID', COUNT(er.result_id) AS 'Nb_Avertissements' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL GROUP BY d.document_id;"
"18","Quelle est la répartition des formats de documents (pdf, scan, image) selon l'état du document ?","SELECT s.code AS 'Etat', d.format AS 'Format_Doc', COUNT(*) AS 'Nb_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code, d.format;"
"20","Quels sont les résultats d'extraction avec leurs valeurs originales, les valeurs corrigées le cas échéant (ou NULL si aucun feedback) et les commentaires ?","SELECT er.result_id AS Result_ID, er.value AS Valeur_Originale, rf.corrected_value AS Valeur_Corrigée, rf.comment AS Commentaire FROM extraction_results er LEFT JOIN resultfeedbacks rf ON er.result_id = rf.result_id;"
"1","Combien de documents existent pour chaque type de budget et chaque année ?","SELECT d.budget_type AS 'Type_Budget', d.document_year AS 'Année', COUNT(*) AS 'Nombre_Documents' FROM documents d GROUP BY d.budget_type, d.document_year;"
"2","Listez les documents en erreur avec leur code d'état actuel","SELECT d.document_id AS ID_Document, d.error_message AS Message_Erreur, s.code AS Code_Etat FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND d.error_message IS NOT NULL AND d.error_message <> '';"
"3","Quelle est la valeur moyenne extraite pour chaque champ SAFIR sur les résultats réussis ?","SELECT er.safir_field_id AS 'Champ_SAFIR', AVG(CAST(er.value AS REAL)) AS 'Valeur_Moyenne' FROM extraction_results er WHERE er.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY er.safir_field_id;"
"4","Combien de runs d'extraction existent par format de document et par état du run ?","SELECT d.format AS 'Format_Document', s.code AS 'Code_Etat_Run', COUNT(*) AS 'Nombre_Runs' FROM extraction_runs r JOIN documents d ON r.document_id = d.document_id JOIN states s ON r.state_id = s.state_id GROUP BY d.format, s.code;"
"5","Quels sont les 5 champs SAFIR avec le plus grand nombre de résultats extraits ?","SELECT er.safir_field_id AS 'Champ_SAFIR', COUNT(*) AS 'Total_Resultats' FROM extraction_results er GROUP BY er.safir_field_id ORDER BY Total_Resultats DESC LIMIT 5;"
"7","Quel est le nombre de résultats d'extraction par état ?","SELECT er.state_id, s.code AS etat, COUNT(*) AS nombre_resultats FROM extraction_results er JOIN states s ON er.state_id = s.state_id GROUP BY er.state_id, s.code;"
"9","Quelles règles de validation ont un niveau de problème 'ECHEC' et s'appliquent au masque M57_CA ?","SELECT vr.validation_rule_id AS 'ID_Règle', vr.definition AS 'Condition' FROM validation_rules vr WHERE vr.level_of_problem = 'ECHEC' AND vr.mask = 'M57_CA';"
"10","Combien de résultats d'extraction sont associés à chaque version de jeu de règles ?","SELECT fr.ruleset_id AS 'Version_Ruleset', COUNT(er.result_id) AS 'Total_Resultats' FROM extraction_results er JOIN field_rules fr ON er.safir_field_id = fr.safir_field_id GROUP BY fr.ruleset_id;"
"13","Combien de champs SAFIR distincts ont été extraits pour chaque document ?","SELECT d.document_id AS 'ID_Document', COUNT(DISTINCT er.safir_field_id) AS 'Champs_Distincts' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.document_id;"
"14","Pour les documents en état 'ERROR', quelle est la longueur du message d'erreur ?","SELECT d.document_id AS 'ID_Document', LENGTH(d.error_message) AS 'Longueur_Message' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR';"
"15","Quel est le dernier run d'extraction exécuté pour chaque document et quel est son code d'état ?","SELECT d.document_id AS 'ID_Document', r.run_id AS 'Dernier_Run', s.code AS 'Code_Etat' FROM (SELECT document_id, MAX(start_time) AS max_time FROM extraction_runs GROUP BY document_id) latest JOIN extraction_runs r ON r.document_id = latest.document_id AND r.start_time = latest.max_time JOIN states s ON r.state_id = s.state_id JOIN documents d ON d.document_id = r.document_id;"
"16","Quel est le total des valeurs extraites par type de budget pour tous les résultats, quel que soit leur état ?","SELECT d.budget_type AS 'Type_Budget', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.budget_type;"
"17","Combien de sections existent par document et quelle est la date de création de la première section ?","SELECT d.document_id AS 'ID_Document', COUNT(s.section_id) AS 'Nombre_Sections', MIN(s.created_at) AS 'Première_Création' FROM sections s JOIN documents d ON s.document_id = d.document_id GROUP BY d.document_id;"
"1","Combien de documents ont été créés chaque année, par type de budget ?","SELECT document_year AS 'Année', budget_type AS 'Type_Budget', COUNT(*) AS 'Nb_Documents' FROM documents GROUP BY document_year, budget_type ORDER BY document_year, budget_type;"
"5","Top 5 des champs financiers avec le plus grand nombre d'avertissements (warnings) dans les résultats d'extraction.","SELECT er.safir_field_id AS 'Champ_Financier', COUNT(*) AS 'Nb_Avertissements' FROM extraction_results er WHERE er.message_warning IS NOT NULL AND er.message_warning <> '' GROUP BY er.safir_field_id ORDER BY Nb_Avertissements DESC LIMIT 5;"
"6","Quel pourcentage de documents a un état 'PARTIAL' parmi tous les documents ?","SELECT (CAST(SUM(CASE WHEN s.code = 'PARTIAL' THEN 1 ELSE 0 END) AS FLOAT) / COUNT(*)) * 100 AS 'Pourcentage_Partial' FROM documents d JOIN states s ON d.state_id = s.state_id;"
"7","Nombre d'exécutions d'extraction par état du processus, incluant les configurations JSON manquantes.","SELECT s.code AS 'Etat_Exécution', COUNT(*) AS 'Nb_Exécutions', SUM(CASE WHEN er.config IS NULL OR er.config = '' THEN 1 ELSE 0 END) AS 'Config_Vide' FROM extraction_runs er JOIN states s ON er.state_id = s.state_id GROUP BY s.code;"
"8","Liste des règles de champ (field_rules) appliquées aux documents de type M57_CA, avec leur description.","SELECT fr.extraction_rule_id AS 'ID_Règle', fr.safir_field_id AS 'Champ_Financier', fr.definition AS 'Définition' FROM field_rules fr WHERE fr.mask = 'M57_CA';"
"10","Quel est le nombre moyen de pages par type de format de document ?","SELECT format AS 'Format', AVG(nb_pages) AS 'Pages_Moyennes' FROM documents GROUP BY format;"
"11","Identifiez les documents dont le lien S3 indique un fichier PDF et qui sont encore en état 'PENDING'.","SELECT d.document_id AS 'Identifiant_Doc', d.link_bucketS3 AS 'Lien_S3' FROM documents d WHERE d.link_bucketS3 LIKE '%.pdf' AND d.state_id = (SELECT state_id FROM states WHERE code = 'PENDING');"
"12","Quel champ financier a le plus grand écart entre la valeur maximale et minimale parmi les extractions réussies ?","SELECT er.safir_field_id AS Champ_Financier, (MAX(CAST(er.value AS FLOAT)) - MIN(CAST(er.value AS FLOAT))) AS Ecart FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id ORDER BY Ecart DESC LIMIT 1;"
"13","Combien de règles de validation de niveau 'ECHEC' existent et quels champs financiers concernent-elles ?","SELECT COUNT(*) AS 'Nb_Règles_ECHEC', GROUP_CONCAT(DISTINCT vr.safir_field_id_list) AS 'Champs_Affectés' FROM validation_rules vr WHERE vr.level_of_problem = 'ECHEC';"
"14","Pour chaque état de document, quel est le nombre moyen de retours (feedbacks) associés ?","SELECT s.code AS 'Etat_Doc', AVG(COALESCE(rf_cnt.cnt,0)) AS 'Moyenne_Retours' FROM states s LEFT JOIN documents d ON d.state_id = s.state_id LEFT JOIN (SELECT er.document_id, COUNT(rf.feedback_id) AS cnt FROM extraction_results er LEFT JOIN resultfeedbacks rf ON rf.result_id = er.result_id GROUP BY er.document_id) rf_cnt ON rf_cnt.document_id = d.document_id GROUP BY s.code;"
"15","Liste des documents dont le nombre de pages dépasse la moyenne globale, avec leur année et type de budget.","SELECT d.document_id AS 'Identifiant_Doc', d.nb_pages AS 'Nb_Pages', d.document_year AS 'Année', d.budget_type AS 'Type_Budget' FROM documents d WHERE d.nb_pages > (SELECT AVG(nb_pages) FROM documents);"
